ME 44000,53092-002,03-27-2023T10:30,03-27-2023T11:20,ME,1052,66,585 Purdue Mall,40.4283678200671,-86.9129040439333
ME 44400,14281-010,03-27-2023T10:30,03-27-2023T11:20,ME,1130,120,585 Purdue Mall,40.4283678200671,-86.9129040439333
ME 44400,23236-005,03-27-2023T10:30,03-27-2023T11:20,ME,1130,120,585 Purdue Mall,40.4283678200671,-86.9129040439333
ME 47500,21639-001,03-27-2023T10:30,03-27-2023T11:20,ME,2004,48,585 Purdue Mall,40.4283678200671,-86.9129040439333
ME 47500,21639-001,03-27-2023T10:30,03-27-2023T11:20,ME,2004,48,585 Purdue Mall,40.4283678200671,-86.9129040439333
ME 48900,11117-001,03-27-2023T10:30,03-27-2023T11:20,ME,2061,96,585 Purdue Mall,40.4283678200671,-86.9129040439333
ME 48900,11117-001,03-27-2023T10:30,03-27-2023T11:20,ME,2061,96,585 Purdue Mall,40.4283678200671,-86.9129040439333
ME 49200,17079-001,03-27-2023T10:30,03-27-2023T11:20,ME,1006,30,585 Purdue Mall,40.4283678200671,-86.9129040439333
ME 49601CC,18419-012,03-27-2023T10:30,03-27-2023T11:20,ME,1015,44,585 Purdue Mall,40.4283678200671,-86.9129040439333
ME 49601CC,18419-012,03-27-2023T10:30,03-27-2023T11:20,ME,1015,44,585 Purdue Mall,40.4283678200671,-86.9129040439333
ME 49601CC,18419-012,03-27-2023T10:30,03-27-2023T11:20,ME,1015,44,585 Purdue Mall,40.4283678200671,-86.9129040439333
ME 50000,25988-001,03-27-2023T10:30,03-27-2023T11:20,ME,1052,66,585 Purdue Mall,40.4283678200671,-86.9129040439333
ME 50000,25988-001,03-27-2023T10:30,03-27-2023T11:20,ME,1052,66,585 Purdue Mall,40.4283678200671,-86.9129040439333
ME 50000,25988-001,03-27-2023T10:30,03-27-2023T11:20,ME,1052,66,585 Purdue Mall,40.4283678200671,-86.9129040439333
ME 56500,26811-002,03-27-2023T10:30,03-27-2023T11:20,ME,3006,40,585 Purdue Mall,40.4283678200671,-86.9129040439333
ME 56500,26811-002,03-27-2023T10:30,03-27-2023T11:20,ME,3006,40,585 Purdue Mall,40.4283678200671,-86.9129040439333
ME 58800,43736-001,03-27-2023T10:30,03-27-2023T11:20,ME,2061,96,585 Purdue Mall,40.4283678200671,-86.9129040439333
